,f1,f2,f4,f25,f26,f27
8744,48,25,4,0,1,0
5275,61,14,1,0,4,0
2332,27,18,2,1,0,0
6924,27,18,2,1,0,0
7441,34,17,2,0,0,0
5407,32,17,2,1,0,0
9595,49,18,3,0,6,0
5561,37,12,1,0,4,0
810,43,16,3,1,0,0
11353,53,24,3,0,2,0
6347,23,16,2,0,1,1
4924,108,17,2,0,8,0
5859,38,18,3,1,1,0
3048,113,22,2,1,13,0
117,45,15,3,0,7,0
8124,34,11,1,1,0,0
4911,30,21,2,1,0,0
5947,39,30,2,1,0,0
289,77,23,1,0,16,0
9779,25,16,2,1,0,0
5082,53,21,2,0,2,0
10503,99,15,2,1,8,1
11265,79,31,3,0,2,0
7980,23,14,2,1,0,0
4808,28,20,1,0,0,0
3605,75,17,4,0,7,0
3230,28,20,2,0,0,0
8922,36,15,2,1,0,0
768,27,18,2,1,0,0
8327,26,19,2,0,0,0
6391,79,22,2,0,25,6
5435,43,22,2,1,0,0
1228,39,30,2,1,0,0
4085,169,21,3,0,26,0
6017,24,16,2,0,0,0
6721,47,25,3,0,1,1
7810,212,25,2,1,69,0
2321,56,39,5,0,6,6
6866,36,23,2,0,1,0
1629,119,16,3,0,4,0
8137,24,15,2,1,0,0
4761,129,54,5,0,25,0
9781,29,13,2,1,0,0
8816,58,20,2,0,0,0
9976,29,21,2,0,0,0
6832,29,16,2,1,0,0
6322,68,31,4,0,0,0
5261,50,18,5,0,0,0
4716,57,23,3,0,0,0
7008,29,21,2,0,0,0
3704,123,13,3,0,1,0
1826,67,22,3,0,0,0
11402,36,25,2,0,0,0
7523,75,42,5,0,3,3
9269,32,25,2,0,2,2
9701,62,26,3,0,2,0
7315,72,15,4,1,0,0
2501,22,8,1,0,0,0
2068,35,13,2,0,3,0
8211,69,24,4,1,0,0
9454,50,23,2,1,0,0
1883,34,27,2,0,0,0
10802,29,15,1,0,0,0
9086,57,20,2,1,0,0
3315,24,15,2,1,0,0
5745,36,18,2,0,0,0
9354,45,24,2,0,6,0
4995,39,20,2,0,0,0
3091,34,18,2,1,0,0
4101,44,37,2,0,1,1
7075,22,15,2,0,0,0
5511,98,17,2,0,6,0
797,25,16,2,1,0,0
476,44,13,3,0,7,0
9791,132,16,3,1,5,0
5177,30,22,2,0,0,0
441,49,18,2,0,0,0
6791,938,56,3,0,679,0
11350,51,15,2,0,6,0
2343,101,30,5,1,1,0
2911,27,18,2,1,0,0
1437,249,37,2,1,40,2
5446,56,39,4,0,4,4
4280,33,13,2,0,0,0
6647,40,18,2,0,0,0
10537,206,17,6,1,13,0
771,39,16,2,1,0,0
2273,52,16,2,1,0,0
10694,73,22,3,0,0,0
10544,43,15,2,0,0,0
10131,49,18,2,0,0,0
3745,31,22,2,1,0,0
10318,34,21,2,0,0,0
70,54,21,1,0,0,0
2531,26,17,2,1,0,0
5115,131,54,5,0,23,0
563,83,16,2,1,7,0
10430,37,29,2,0,4,4
3608,46,25,2,1,0,0
1472,68,28,3,0,0,0
3541,92,16,2,0,0,0
7519,127,50,4,1,19,0
1558,22,13,2,1,0,0
3001,60,26,3,1,0,0
8978,164,17,3,0,61,0
7995,115,14,2,1,25,0
8530,48,16,3,1,0,0
1007,62,20,3,0,6,0
451,35,15,2,0,4,4
11050,22,14,2,0,1,1
6828,78,17,3,0,0,0
1311,48,0,3,0,10,0
2308,50,16,3,0,0,0
10646,23,14,2,1,0,0
6815,33,17,1,0,0,0
5960,28,20,2,1,0,0
9232,328,40,6,0,39,6
4357,33,26,2,0,4,4
6435,52,16,2,1,0,0
3701,67,17,1,1,7,0
8665,36,27,2,1,3,3
5763,35,28,3,0,2,2
3420,47,15,4,0,3,3
3083,26,17,2,1,0,0
4565,26,18,1,0,0,0
247,29,22,2,0,0,0
7955,58,34,2,1,3,3
453,51,24,3,0,7,1
7508,85,27,2,0,0,0
892,74,11,3,0,0,0
10018,32,24,2,0,0,0
7594,74,14,4,1,11,0
7881,63,23,1,0,0,0
5091,59,23,2,1,2,0
2013,28,19,2,1,0,0
7707,32,24,3,0,0,0
10899,40,9,2,0,0,0
8815,31,19,2,1,0,0
3249,70,35,2,0,6,0
5278,25,16,2,1,0,0
3561,69,19,3,1,0,0
10568,87,24,2,1,6,0
8754,43,19,2,0,0,0
2453,38,18,3,0,0,0
9157,55,13,3,0,2,0
7230,56,28,2,0,0,0
11228,31,22,2,1,1,1
8600,17,9,1,0,0,0
3214,29,20,3,1,0,0
2344,89,43,2,0,0,0
1872,47,29,3,0,3,3
6005,107,19,2,0,16,0
10875,115,18,3,0,8,0
1894,52,14,1,1,0,0
743,22,13,2,1,0,0
3855,24,16,2,0,0,0
1877,39,31,3,0,0,0
4874,40,18,2,0,0,0
2901,25,16,2,1,0,0
965,52,16,3,1,0,0
2085,43,14,4,0,13,11
3368,29,20,2,1,0,0
4662,30,21,1,1,0,0
249,26,18,2,0,2,2
3012,50,28,2,0,0,0
5165,89,20,3,1,7,0
3216,30,22,2,1,2,2
9183,245,15,2,0,100,0
9683,77,16,3,0,8,0
1743,44,36,3,0,0,0
1688,201,22,2,0,84,0
1152,339,30,4,0,53,0
4425,36,20,2,0,0,0
2407,126,50,4,1,24,0
10464,59,14,2,1,8,0
2818,24,15,2,1,0,0
10562,128,50,4,1,18,0
6971,28,19,2,1,0,0
10967,50,31,2,0,0,0
712,49,14,3,0,0,0
7161,47,18,2,0,1,0
7084,58,11,3,0,0,0
3025,25,16,2,1,0,0
10941,117,42,4,0,23,0
4446,40,23,3,0,3,3
8450,43,21,2,0,0,0
5372,27,11,1,0,0,0
4742,86,13,1,0,7,0
1069,27,18,3,1,0,0
5234,36,28,2,0,0,0
9646,70,43,5,0,5,2
10956,132,29,2,1,4,1
4484,51,22,2,1,0,0
3040,61,18,3,0,3,0
2865,62,13,2,0,8,0
46,50,23,2,1,0,0
2684,26,17,2,1,0,0
4743,42,18,2,0,0,0
2334,42,16,2,1,0,0
8797,55,22,2,1,0,0
2415,68,15,2,0,0,0
10300,32,23,2,1,0,0
1129,19,12,2,0,0,0
7734,70,35,2,0,6,0
10908,120,13,3,0,0,0
3311,54,9,4,0,6,2
3287,43,18,2,0,0,0
3031,67,23,3,0,0,0
11300,38,17,2,0,0,0
5994,44,14,2,1,2,0
1345,74,15,3,1,0,0
5574,76,27,4,0,21,7
6907,76,10,1,0,22,0
1225,53,18,2,0,8,0
7951,48,13,4,0,0,0
6689,102,19,3,0,5,0
1109,23,15,2,0,0,0
7301,43,34,4,1,5,5
6546,55,47,4,0,5,5
4155,24,16,2,0,0,0
7277,49,15,2,1,2,0
10374,34,25,2,1,0,0
1076,77,23,1,0,21,0
9284,62,15,2,0,6,0
6926,132,29,5,0,22,0
2266,64,22,3,1,7,0
1372,45,16,2,1,0,0
5651,50,28,2,1,0,0
8854,108,20,3,1,27,0
1857,40,18,2,0,0,0
7662,25,15,1,0,0,0
7650,23,14,2,1,0,0
10799,48,20,3,0,0,0
8191,54,20,2,1,5,5
7799,42,13,4,0,0,0
7524,114,20,2,0,0,0
10344,35,11,1,0,0,0
10231,110,35,2,0,0,0
3442,58,14,3,0,0,0
910,47,30,3,0,3,3
7548,73,14,4,1,13,0
2201,47,31,5,0,10,10
5785,63,16,2,1,10,0
1960,20,6,1,1,2,1
8270,43,15,2,0,0,0
3894,27,18,2,1,0,0
11206,43,18,1,1,2,0
523,64,10,3,0,0,0
7825,26,17,2,1,0,0
1353,79,26,3,0,5,0
11083,52,16,2,1,0,0
9222,43,15,2,0,3,3
317,31,23,2,0,0,0
9141,35,13,2,0,0,0
2652,112,35,2,1,7,0
11104,53,21,2,0,3,0
11352,92,15,3,0,2,0
9114,58,15,3,0,6,0
9123,24,15,2,1,0,0
4949,116,21,5,0,0,0
4465,50,42,2,0,4,4
10881,27,18,2,1,0,0
355,43,29,4,0,0,0
1733,129,54,5,0,12,0
6955,21,13,1,0,0,0
746,32,23,3,1,0,0
9498,97,15,2,1,3,0
11392,63,16,3,0,0,0
1020,15,8,1,0,0,0
1023,32,21,2,0,0,0
9567,33,25,3,0,9,9
3651,33,14,2,1,2,1
4720,43,12,2,0,3,0
9289,30,21,2,1,0,0
6229,55,29,5,0,1,1
1050,76,32,3,0,0,0
9425,80,25,2,0,4,0
8365,58,29,1,0,0,0
3517,29,15,1,0,2,0
10316,70,19,3,1,5,0
7108,103,15,1,0,6,0
5579,42,13,2,1,2,0
2168,69,38,3,0,0,0
8349,44,17,3,1,0,0
2127,27,16,2,0,0,0
9329,43,14,3,0,6,0
7904,31,24,2,0,2,2
1544,45,12,1,0,0,0
2924,27,18,3,1,0,0
2179,32,25,2,0,1,1
9375,44,15,2,1,0,0
4657,30,21,2,1,0,0
6051,54,21,2,1,0,0
9218,49,17,3,1,1,1
7892,126,50,4,1,23,0
5342,40,27,2,1,0,0
10671,33,18,2,0,0,0
8501,29,16,1,1,0,0
9239,59,17,2,0,1,0
6896,18,10,1,0,0,0
409,42,15,2,1,0,0
1133,28,17,2,0,0,0
8622,49,19,2,0,1,0
3210,67,18,2,0,16,2
10311,39,26,4,0,0,0
7585,53,16,3,0,0,0
7171,41,17,1,0,0,0
9102,19,12,1,0,0,0
10454,58,40,5,0,2,2
9186,36,27,2,1,0,0
6659,58,17,1,0,2,0
8586,130,31,2,1,10,0
1409,41,18,2,1,0,0
4120,93,17,3,1,1,1
539,35,27,2,0,0,0
2024,38,10,2,0,1,1
3010,34,12,3,0,1,0
11244,34,27,4,0,8,8
7096,37,12,3,0,4,0
2823,40,13,3,0,0,0
2129,34,25,2,1,0,0
2759,82,16,2,1,5,0
5432,120,13,3,0,12,0
6910,53,20,3,1,0,0
7053,44,18,3,0,0,0
9371,35,27,2,0,0,0
8641,65,12,1,1,0,0
2388,74,19,2,1,0,0
9510,47,19,2,0,0,0
7964,35,22,2,1,0,0
7198,48,18,4,0,0,0
8118,188,11,1,0,49,0
7462,51,16,3,0,0,0
7781,23,16,2,0,0,0
7584,25,16,2,1,0,0
4789,64,19,1,0,5,0
8294,74,17,2,0,0,0
8664,30,21,2,1,0,0
10485,19,11,2,1,0,0
4498,47,10,2,0,19,0
8261,23,14,2,1,0,0
6069,50,14,4,0,11,11
4717,114,26,3,0,33,0
2778,49,26,2,0,0,0
4642,85,16,2,1,6,0
1385,26,17,2,1,0,0
6414,77,16,3,0,1,0
6472,127,50,4,0,16,0
6957,117,42,4,0,24,0
3846,126,10,3,0,5,0
428,29,22,2,0,2,2
6215,35,27,2,0,3,3
5452,28,20,2,0,0,0
1779,44,26,2,1,0,0
9312,40,31,2,1,0,0
3487,20,12,2,0,0,0
1920,50,21,5,0,0,0
7324,31,22,3,1,0,0
10230,25,17,2,0,0,0
10239,71,22,3,1,4,0
6805,129,15,2,1,28,0
5908,109,15,4,0,5,0
1155,48,18,2,0,2,0
292,49,22,3,0,4,0
1374,30,13,2,1,0,0
9871,44,26,2,0,0,0
10680,76,16,2,1,0,0
8701,34,9,1,0,0,0
3444,52,16,3,0,0,0
6506,40,33,2,0,0,0
11260,46,21,2,0,4,0
2409,116,13,5,0,25,0
1952,110,22,4,1,13,0
10053,41,14,2,1,0,0
9229,15,6,1,1,2,2
1146,31,22,2,1,0,0
1662,33,25,2,1,1,1
10748,26,18,2,0,0,0
6685,45,20,2,1,1,0
7639,123,16,1,0,35,0
2734,22,14,2,0,0,0
3252,91,19,2,0,0,0
10950,57,26,4,0,4,4
10647,29,11,1,1,0,0
7455,96,10,2,0,0,0
8513,28,19,2,1,0,0
5226,38,17,2,1,0,0
3168,26,18,3,0,0,0
6152,57,14,1,0,0,0
700,77,23,1,0,22,0
3141,55,16,3,0,0,0
4732,20,13,2,0,0,0
5800,43,24,4,1,2,2
3464,232,13,4,0,88,0
944,33,26,2,0,0,0
1818,50,23,3,0,1,0
4594,89,14,4,0,0,0
897,167,12,2,0,24,0
8849,48,17,3,0,0,0
7835,27,20,1,0,0,0
11053,51,20,2,1,0,0
11227,45,14,2,0,0,0
132,33,14,3,0,0,0
4406,31,17,2,1,0,0
4624,27,19,2,1,0,0
4958,38,29,2,1,0,0
4172,18,4,1,1,1,0
427,127,50,4,1,24,0
9044,17,8,1,1,0,0
9335,63,13,5,1,2,0
8350,28,20,2,0,0,0
10272,81,20,2,1,8,0
452,126,50,4,0,24,0
3209,46,21,2,0,0,0
2471,16,9,1,0,0,0
9357,25,16,2,1,0,0
1598,64,36,2,0,0,0
4238,406,26,2,0,69,1
10528,60,28,2,0,0,0
6495,24,5,1,0,0,0
6433,52,44,4,0,11,11
1714,21,13,2,1,0,0
1674,32,13,1,1,0,0
480,29,22,2,0,2,2
10143,185,17,2,0,47,3
271,171,25,2,0,52,0
11059,32,0,2,0,0,0
11191,71,16,2,0,0,0
5619,86,20,2,1,7,0
3675,27,19,3,0,0,0
7695,38,16,2,1,0,0
857,31,23,2,1,4,4
6608,58,15,5,0,6,0
468,105,20,5,0,1,0
9928,68,21,3,0,1,1
11194,156,11,3,0,22,0
6948,39,16,2,1,0,0
9166,63,22,3,0,0,0
653,51,42,2,1,15,15
4787,64,26,3,1,0,0
4088,31,22,3,1,0,0
9247,43,17,3,0,0,0
2732,47,22,2,1,0,0
3497,22,7,1,1,0,0
4518,62,17,3,0,21,0
6381,30,23,2,0,0,0
4240,27,19,2,0,0,0
10784,29,21,2,0,0,0
1708,22,13,2,1,0,0
5860,30,12,2,1,0,0
139,48,16,2,1,0,0
5003,48,16,2,1,0,0
5764,66,18,2,1,0,0
8925,49,21,1,1,0,0
1976,35,22,2,1,1,0
8730,83,21,2,1,0,0
2761,38,23,3,0,0,0
4750,54,18,2,0,4,0
7116,16,9,2,0,0,0
7696,40,32,2,0,1,1
2443,24,16,2,0,0,0
5882,53,21,2,0,0,0
10851,40,14,1,0,0,0
10406,38,19,1,0,6,0
11214,67,17,4,1,3,0
8462,39,20,3,0,1,0
10040,44,25,3,0,0,0
2806,38,31,2,0,0,0
2132,24,15,2,1,0,0
6387,43,14,3,0,6,0
1711,73,50,3,0,18,18
8832,51,11,3,0,2,0
5125,47,16,2,0,2,2
11253,40,20,3,1,1,0
3138,51,42,6,1,0,0
3029,56,25,3,0,0,0
5948,46,18,3,0,5,1
3868,39,19,1,1,0,0
1136,76,9,2,0,0,0
376,50,20,3,1,0,0
9692,45,21,2,1,0,0
4082,28,13,3,0,0,0
2915,77,23,1,0,23,0
4685,28,21,2,0,2,2
3739,155,14,1,1,61,0
7433,30,21,2,1,0,0
8840,74,13,2,1,0,0
5509,34,26,3,0,0,0
10066,36,27,2,1,0,0
11078,24,15,2,1,3,3
3936,28,19,2,1,1,1
2051,33,25,2,0,0,0
4212,45,25,3,1,0,0
100,29,21,3,0,0,0
2446,50,23,4,0,0,0
7800,35,12,3,0,9,9
11054,45,23,2,0,0,0
7853,119,11,4,0,19,0
141,41,19,3,0,0,0
4744,34,19,3,0,1,1
6807,79,19,4,1,0,0
2638,44,12,1,0,0,0
2722,33,21,2,1,0,0
6228,35,27,2,0,0,0
6517,76,18,5,0,17,0
6878,25,16,2,1,0,0
2160,35,10,3,0,1,0
2192,139,54,5,1,16,0
7540,196,17,3,0,54,0
7663,98,20,4,0,7,0
5183,84,22,2,0,25,6
9852,41,11,1,0,0,0
6442,33,26,1,0,1,1
8721,157,21,4,0,57,0
9709,30,21,2,1,0,0
7589,43,25,2,0,0,0
9868,28,19,2,1,0,0
10412,84,23,2,1,7,0
5586,159,11,6,1,12,0
2995,30,23,2,0,1,1
3232,58,22,3,0,0,0
1416,119,42,4,0,10,0
8072,59,16,2,1,0,0
6298,62,20,2,0,0,0
3883,129,16,2,0,1,0
7160,59,23,2,0,10,0
7545,141,48,2,1,47,19
2163,30,21,2,1,0,0
1787,83,20,2,1,0,0
8281,98,24,8,1,14,0
3320,52,17,3,0,0,0
9069,146,15,4,0,38,2
10416,68,23,3,0,9,0
2560,102,15,1,0,20,0
6618,69,21,3,0,0,0
908,77,29,3,0,0,0
2091,77,16,2,1,3,0
803,24,15,2,1,0,0
9506,127,50,4,1,18,0
1410,145,25,4,0,15,0
9899,110,17,4,0,0,0
6042,21,13,2,0,0,0
808,63,18,2,0,0,0
9938,128,50,4,1,20,0
6875,30,15,2,0,1,1
3285,67,18,3,0,4,0
3309,49,14,3,1,0,0
7638,53,14,2,0,4,0
9206,28,19,2,1,0,0
8821,33,12,2,1,0,0
8458,25,17,2,0,0,0
12,83,14,1,1,1,0
5221,28,20,1,0,0,0
9671,76,50,4,0,11,0
2876,162,15,6,0,43,0
3319,49,36,2,1,1,0
7623,111,16,3,1,0,0
4234,41,16,2,1,0,0
4851,43,12,3,0,2,0
5094,102,25,2,0,0,0
352,34,25,2,1,1,1
558,22,6,1,1,3,0
4999,52,43,2,1,0,0
942,55,24,2,0,0,0
10055,20,7,1,0,0,0
5467,25,17,2,0,0,0
10576,79,28,4,1,21,0
2758,42,34,5,0,0,0
9999,80,19,1,1,1,0
7888,70,14,2,0,0,0
3171,45,9,2,1,1,0
536,36,13,3,0,1,0
6162,30,15,2,1,0,0
568,71,35,2,0,10,0
145,51,15,1,0,0,0
7169,50,23,2,0,0,0
8828,70,14,2,1,10,0
2700,64,17,2,1,9,0
5401,26,17,2,1,0,0
7719,35,15,2,0,0,0
8958,132,16,3,1,8,0
3326,49,20,2,0,0,0
81,32,24,2,0,8,8
9180,28,20,2,1,0,0
3596,58,15,8,0,0,0
6412,68,48,3,0,0,0
1010,67,21,3,0,0,0
9982,42,14,3,0,0,0
7369,36,13,2,0,0,0
5578,86,10,2,1,15,0
2251,45,37,1,0,0,0
10590,19,11,2,1,0,0
3042,28,19,2,1,0,0
3702,42,17,3,0,8,3
9614,90,23,3,1,0,0
6801,121,17,3,1,14,0
10273,24,15,2,1,0,0
3408,76,17,1,0,8,0
5240,40,19,2,0,0,0
4320,132,16,3,1,6,0
1326,49,28,2,1,0,0
10981,28,19,2,1,0,0
10896,141,38,2,1,10,0
1030,18,11,1,0,0,0
2688,28,20,2,0,0,0
4377,61,23,3,0,0,0
10045,36,11,2,0,0,0
1741,39,30,2,1,0,0
7644,98,23,4,1,0,0
6384,38,29,2,1,0,0
10946,146,29,2,1,18,4
6332,28,12,2,1,0,0
7704,35,17,2,1,0,0
585,25,17,2,0,0,0
10825,21,6,1,0,0,0
10208,48,25,5,0,2,1
10551,62,24,3,0,0,0
592,32,12,1,0,0,0
2257,22,14,2,0,0,0
7492,33,12,2,0,0,0
2005,38,29,2,1,0,0
1067,40,13,2,0,1,0
5891,65,16,2,1,4,0
11119,61,28,1,1,0,0
10109,94,21,3,0,0,0
10256,27,11,2,1,0,0
9849,33,19,2,0,0,0
7268,24,16,2,0,0,0
2619,29,20,2,1,1,1
6695,90,23,3,1,5,0
1882,42,25,2,0,8,8
5448,33,24,2,1,0,0
1562,55,25,3,0,0,0
6285,51,42,2,1,0,0
4434,44,16,3,1,0,0
6224,54,18,3,0,0,0
3376,23,16,1,0,0,0
9488,30,22,2,0,0,0
9762,83,18,2,0,0,0
9438,24,15,2,1,0,0
5744,35,28,2,0,0,0
11047,26,13,3,0,10,10
10603,23,15,2,0,0,0
1676,25,17,2,0,0,0
7698,42,34,2,0,0,0
6374,56,17,3,0,3,0
8472,209,24,4,0,35,2
4959,29,14,2,0,0,0
3557,59,17,3,0,3,0
976,41,18,2,0,0,0
3344,45,36,3,1,0,0
6790,26,18,2,0,0,0
772,48,28,1,0,0,0
4966,50,32,6,0,0,0
2880,31,14,3,0,0,0
5479,53,45,2,1,0,0
11036,72,9,1,0,21,0
299,97,25,5,1,0,0
4302,65,19,3,0,12,0
412,44,16,3,0,2,2
893,31,24,2,0,0,0
6196,55,33,7,1,0,0
3448,47,15,2,0,0,0
11113,45,14,2,0,5,0
4296,202,11,2,0,68,0
9960,42,18,2,1,0,0
10068,43,14,3,0,6,0
1176,123,46,5,1,19,0
4617,22,8,1,0,0,0
5911,55,14,1,0,21,0
7690,30,23,2,0,0,0
2046,40,15,2,0,0,0
7286,42,24,3,0,0,0
8670,44,17,5,0,4,4
2323,55,30,3,1,0,0
3129,52,14,2,1,4,0
1957,58,19,3,1,0,0
10689,81,54,5,1,12,0
6254,52,20,4,1,3,3
7565,70,21,3,0,0,0
5330,21,14,2,0,0,0
7913,32,24,2,0,0,0
3362,25,16,2,1,0,0
7729,74,20,3,0,6,0
6027,35,27,3,0,0,0
10405,65,9,2,0,11,0
974,266,28,3,0,36,3
270,110,16,2,1,14,0
6023,34,16,2,1,0,0
806,69,26,3,0,0,0
632,92,15,3,0,17,0
2380,26,18,2,0,0,0
2879,74,20,2,0,0,0
2692,45,18,3,0,0,0
7447,51,18,3,0,0,0
11202,53,17,2,1,2,0
1942,89,21,3,0,1,0
8022,20,13,2,0,0,0
2217,64,14,2,0,0,0
2041,41,32,2,1,1,1
1149,117,42,4,0,19,0
725,43,12,3,0,2,0
5109,76,50,4,0,11,0
5667,42,15,3,0,0,0
5285,42,20,2,0,0,0
9799,65,36,5,0,5,3
8715,105,37,3,0,0,0
10043,86,27,3,1,25,0
10711,57,12,3,0,0,0
3327,23,14,2,1,0,0
5864,60,14,2,0,0,0
5628,43,35,2,0,0,0
846,46,14,3,0,4,3
7626,67,14,2,0,0,0
10690,28,17,2,0,0,0
10918,436,11,2,0,256,3
8189,41,18,3,0,0,0
7172,30,21,2,1,0,0
6138,60,22,1,0,6,0
3668,40,24,3,0,0,0
5698,98,13,3,1,10,0
10041,65,18,3,0,0,0
6511,94,12,2,1,0,0
1641,28,20,2,0,0,0
10685,35,13,2,1,0,0
4763,119,42,4,0,21,0
10983,33,21,1,0,0,0
7805,32,23,3,1,0,0
7150,31,24,2,0,0,0
3073,59,27,3,1,0,0
7310,13,6,1,0,0,0
3119,58,16,3,0,0,0
5252,60,26,5,1,2,2
7152,82,31,4,1,6,0
1528,53,12,4,0,10,9
3636,177,23,3,1,43,2
9803,56,21,2,0,0,0
7634,68,42,4,0,11,0
11263,44,15,2,0,0,0
2456,33,25,2,0,0,0
6354,31,22,2,1,0,0
6080,26,17,2,1,0,0
2528,293,14,4,1,146,0
5555,41,14,1,0,0,0
4033,97,21,2,0,0,0
11118,53,28,2,0,0,0
6274,44,18,1,1,0,0
11131,135,50,4,0,20,0
7967,41,28,2,1,0,0
3922,37,15,3,0,0,0
7442,45,16,2,1,0,0
2444,27,19,2,0,0,0
4528,40,32,2,0,0,0
10673,68,42,4,0,13,0
3253,52,29,2,0,0,0
2707,113,15,2,1,6,0
7750,51,16,1,0,0,0
9679,27,19,2,0,0,0
3903,65,24,3,0,0,0
8868,21,11,1,1,0,0
2262,29,20,2,1,0,0
10020,74,12,4,0,5,2
421,28,20,2,0,0,0
6719,38,30,2,0,0,0
2432,54,8,3,0,0,0
3193,50,13,3,0,0,0
9606,38,29,2,1,0,0
5339,35,26,2,1,0,0
4882,85,31,2,1,0,0
3022,60,19,3,0,0,0
7105,43,23,3,0,2,0
10028,60,19,5,0,0,0
4364,40,32,2,0,0,0
3030,43,12,2,1,0,0
4584,76,16,2,1,0,0
8192,41,19,2,1,0,0
881,62,20,2,1,2,0
8778,29,20,2,1,1,1
11186,46,17,3,0,1,0
3793,37,20,3,1,0,0
220,39,11,2,1,0,0
5350,30,22,2,0,0,0
3875,35,27,3,0,0,0
11324,42,17,3,1,0,0
2498,32,25,2,0,0,0
11100,81,21,7,0,10,0
9647,105,18,3,1,6,0
9707,45,19,2,0,0,0
11178,47,17,1,0,1,0
7986,78,18,2,1,0,0
7689,55,18,2,0,0,0
1625,41,15,1,0,10,0
3134,111,17,3,0,0,0
160,38,29,2,1,5,5
4037,57,18,1,0,0,0
10289,82,12,5,0,9,9
1088,20,12,3,0,9,9
1580,44,18,2,1,0,0
5783,21,12,1,1,0,0
2429,66,31,2,0,0,0
3446,52,16,3,0,0,0
9603,32,23,2,1,0,0
2489,69,18,2,0,18,0
7034,31,22,1,1,0,0
5694,57,20,4,0,0,0
10261,28,21,2,0,2,2
640,54,15,2,1,13,0
4645,55,16,2,1,0,0
327,36,15,1,0,0,0
2843,72,17,2,1,14,0
6666,34,25,2,1,0,0
820,155,19,4,1,29,0
8288,23,14,2,1,0,0
5868,49,23,3,0,0,0
104,52,14,3,0,2,0
1359,41,13,3,0,0,0
2672,56,20,2,1,0,0
8453,23,15,2,0,0,0
2633,47,23,1,0,0,0
3260,156,15,4,0,23,0
8098,147,22,3,1,73,0
1113,57,44,5,0,0,0
6881,98,26,2,0,24,0
4631,103,21,3,0,0,0
1078,34,27,2,0,1,1
2973,29,21,2,0,0,0
9529,103,29,2,1,5,0
5704,29,21,3,0,0,0
3527,24,17,1,0,0,0
7673,117,12,3,0,0,0
3127,45,25,3,0,0,0
11226,71,14,2,0,0,0
1035,82,16,2,1,9,0
1357,51,10,2,0,0,0
4909,88,17,3,0,6,0
3313,58,18,2,0,0,0
1950,81,22,4,1,4,0
3560,49,31,2,0,7,6
11358,112,48,2,1,16,7
10905,44,17,3,0,0,0
8055,501,25,2,0,72,0
7158,80,17,6,1,0,0
5279,19,10,1,1,0,0
4157,73,22,3,0,0,0
3912,28,20,2,0,0,0
8002,48,19,2,0,1,0
6570,34,18,3,0,0,0
4825,40,14,3,0,0,0
1578,87,17,3,1,8,0
10533,24,15,2,1,0,0
9495,29,13,3,0,10,10
235,60,28,3,0,0,0
7117,21,12,2,1,0,0
3349,109,17,3,0,0,0
5191,41,33,3,0,1,1
9128,242,17,2,1,26,0
1124,42,21,2,0,0,0
5790,29,22,2,0,0,0
3059,76,23,2,1,0,0
1827,29,21,3,0,0,0
6256,35,9,3,0,0,0
5092,149,17,4,0,11,0
2314,42,21,1,0,0,0
5270,53,35,4,1,14,14
5701,27,20,2,0,0,0
6105,43,15,2,1,0,0
2442,47,19,2,1,0,0
1696,88,14,2,1,8,0
10378,27,19,2,0,0,0
10290,27,18,2,1,0,0
1321,68,28,5,1,0,0
5493,76,50,4,0,10,0
4143,26,17,2,1,0,0
55,38,19,3,0,0,0
9901,54,26,2,0,4,4
7231,81,12,1,1,0,0
2095,59,42,5,0,1,1
874,22,14,2,0,0,0
9903,71,28,2,1,8,0
10702,25,7,1,1,2,0
8251,47,27,2,1,4,4
10757,154,40,2,1,8,0
11329,62,17,2,0,1,0
1636,69,28,3,0,3,0
4840,47,16,2,1,0,0
1721,51,15,3,1,7,0
4190,126,61,3,0,36,17
7206,173,22,5,1,25,0
1921,128,21,5,0,0,0
3869,48,7,1,1,5,1
10554,42,14,2,0,0,0
963,27,18,2,1,0,0
4632,70,25,2,0,0,0
3528,47,18,3,1,4,0
3484,34,25,2,1,0,0
5488,79,21,2,0,8,0
4153,177,19,2,1,5,0
8548,26,12,1,0,0,0
1596,38,29,2,1,0,0
6183,43,16,2,1,0,0
8201,55,30,2,0,0,0
3659,78,69,4,1,9,9
9712,45,16,2,1,0,0
6187,32,23,2,1,3,3
4053,47,22,2,1,2,2
1949,28,14,3,0,11,11
6425,59,15,1,0,17,0
6253,34,26,2,0,0,0
7513,97,25,2,1,0,0
6816,74,15,2,0,0,0
330,33,24,2,1,0,0
9048,126,50,4,1,24,0
497,84,59,8,0,4,4
8444,56,18,3,1,0,0
474,42,20,2,1,0,0
9434,134,24,3,0,29,0
1390,100,43,4,0,29,3
2844,66,26,2,1,7,0
6142,111,17,2,0,4,0
5678,21,14,2,0,0,0
3300,25,13,2,1,0,0
6133,50,17,2,0,1,1
1154,24,16,2,0,0,0
9902,70,45,5,1,17,17
192,64,15,2,0,0,0
9316,40,32,3,0,4,4
2490,24,15,2,1,0,0
7460,66,11,4,0,7,0
253,40,18,2,0,0,0
9780,32,23,3,1,0,0
636,70,17,2,0,1,0
10124,30,23,2,0,3,3
1458,45,25,2,0,0,0
7909,43,29,2,0,0,0
5147,26,17,2,1,0,0
4635,46,29,4,0,2,2
3993,58,16,2,0,0,0
